City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,ginda,30.6945,78.4932,10.12,46,28,3.04,IN,1678031236
283,pisco,-13.7,-76.2167,25.03,73,0,2.57,PE,1678031236
284,kajaani,64.2273,27.7285,-7.97,62,75,2.06,FI,1678031236
285,itaituba,-4.2761,-55.9836,31.09,62,75,4.63,BR,1678031237
286,norsup,-16.0667,167.3833,26.12,83,99,2.09,VU,1678031237
287,kerema,-7.9631,145.7785,25.78,78,100,1.73,PG,1678031237
288,cherlak,54.155,74.8055,-8.83,95,98,2.18,RU,1678031238
289,cairns,-16.9167,145.7667,24.48,100,100,2.06,AU,1678031238
290,wukari,7.85,9.7833,40.07,21,70,1.26,NG,1678031239
291,severo-kurilsk,50.6789,156.125,-3.55,75,100,3.37,RU,1678031239
292,kudahuvadhoo,2.6708,72.8944,26.98,77,51,2.67,MV,1678031239
293,nikitinskiy,54.5845,86.0115,-5.54,91,100,2.53,RU,1678031240
294,chaparral,3.7232,-75.4832,27.01,64,93,1.46,CO,1678031240
295,sarangani,5.4033,125.4636,26.7,78,98,3.19,PH,1678031240
296,grindavik,63.8424,-22.4338,3.97,70,75,7.72,IS,1678031241
297,san joaquin,37.9333,-121.3011,6.72,89,100,0.0,US,1678031241
298,bombay,19.0144,72.8479,32.16,40,20,0.0,IN,1678031100
299,mangochi,-14.4782,35.2645,23.87,85,100,1.21,MW,1678031242
300,north ogden,41.3072,-111.9602,-0.61,83,20,2.06,US,1678031242
301,cap malheureux,-19.9842,57.6142,26.37,82,100,0.89,MU,1678031242
302,russell,32.3502,-85.1999,19.98,55,0,0.0,US,1678031126
303,san ramon de la nueva oran,-23.1322,-64.326,35.24,37,15,1.58,AR,1678031243
304,alice springs,-23.7,133.8833,22.75,35,0,2.06,AU,1678031004
305,rypefjord,70.6333,23.6667,-4.74,63,40,5.66,NO,1678031243
306,luebo,-5.35,21.4167,27.86,67,90,2.6,CD,1678031244
307,khani,41.9563,42.9566,5.76,91,100,2.16,GE,1678031245
308,geraldton,-28.7667,114.6,21.23,68,0,9.26,AU,1678031245
309,hofn,64.2539,-15.2082,-0.99,59,75,11.83,IS,1678031245
310,sakakah,29.9697,40.2064,31.76,19,9,2.82,SA,1678031127
311,qaqortoq,60.7167,-46.0333,2.39,92,76,2.8,GL,1678031246
312,shaowu,27.3409,117.4831,12.09,61,25,0.43,CN,1678031246
313,bilibino,68.0546,166.4372,-30.9,100,100,0.71,RU,1678031247
314,piacenza,45.0468,9.6994,16.53,53,0,1.03,IT,1678031247
315,margate,51.3813,1.3862,5.73,67,100,1.34,GB,1678031248
316,caravelas,-17.7125,-39.2481,29.03,62,47,3.44,BR,1678031248
317,amapa,1.0,-52.0,25.88,93,88,1.76,BR,1678031248
318,zwedru,6.0667,-8.1281,33.75,43,89,1.63,LR,1678031248
319,kuah,6.3265,99.8432,27.99,61,20,3.6,MY,1678031249
320,bafq,31.6128,55.4107,21.92,15,1,1.58,IR,1678031249
321,aksu,41.1231,80.2644,9.37,40,6,2.2,CN,1678031250
322,tallahassee,30.4383,-84.2807,23.94,50,20,3.09,US,1678031090
323,pangody,65.85,74.4859,-28.09,100,78,2.82,RU,1678031250
324,honiara,-9.4333,159.95,25.11,86,100,2.41,SB,1678031250
325,buta,2.7858,24.73,32.14,40,95,0.4,CD,1678031251
326,todos santos,23.45,-110.2167,23.91,72,0,2.82,MX,1678031251
327,iquitos,-3.7481,-73.2472,26.02,94,75,2.06,PE,1678031251
328,saint anthony,45.0205,-93.218,-0.59,80,100,2.06,US,1678031252
329,manokwari,-0.8667,134.0833,24.6,83,100,5.16,ID,1678031252
330,mahibadhoo,3.7833,72.9667,26.88,81,95,6.79,MV,1678031252
331,lac du bonnet,50.2536,-96.0612,-6.89,86,100,2.28,CA,1678031253
332,adrar,20.5022,-10.0711,32.04,9,0,3.19,MR,1678031253
333,nouakchott,18.0858,-15.9785,37.96,28,72,2.95,MR,1678031253
334,kasongo,-4.45,26.6667,25.29,79,73,1.67,CD,1678031254
335,benguela,-12.5763,13.4055,26.64,68,99,4.07,AO,1678031254
336,bambui,-20.0064,-45.9769,29.71,45,90,1.6,BR,1678031254
337,tateyama,34.9833,139.8667,8.39,89,100,5.93,JP,1678031255
338,shingu,33.7333,135.9833,7.9,84,44,2.15,JP,1678031255
339,port hardy,50.6996,-127.4199,4.1,87,100,6.17,CA,1678031134
340,maua,-23.6678,-46.4614,27.04,65,44,4.84,BR,1678031255
341,xinzhi,36.4989,111.7047,13.27,22,68,1.02,CN,1678031256
342,trairi,-3.2778,-39.2689,28.85,75,70,5.09,BR,1678030999
343,gizo,-8.103,156.8419,26.73,78,91,3.13,SB,1678031256
344,tokur,53.1333,132.9,-4.07,96,100,2.51,RU,1678031256
345,gamba,-2.65,10.0,28.05,75,66,3.94,GA,1678031257
346,mananara,-16.1667,49.7667,27.77,75,99,0.44,MG,1678031257
347,belmonte,-15.8631,-38.8828,28.18,67,78,2.79,BR,1678031257
348,mindif,10.3976,14.4363,39.55,6,50,4.66,CM,1678031258
349,taoudenni,22.6783,-3.9836,32.93,8,81,1.72,ML,1678031258
350,appingedam,53.3217,6.8583,6.66,78,100,3.58,NL,1678031258
351,te anau,-45.4167,167.7167,5.0,95,10,0.61,NZ,1678031259
352,villarrobledo,39.2699,-2.6012,12.15,43,100,5.78,ES,1678031259
353,san-pedro,4.7485,-6.6363,29.67,65,44,4.22,CI,1678031259
354,okhotsk,59.3833,143.3,-22.23,97,96,2.24,RU,1678031260
355,puerto baquerizo moreno,-0.9,-89.6,27.55,78,40,3.09,EC,1678031260
356,sur,22.5667,59.5289,25.48,56,2,2.64,OM,1678031261
357,el bagre,7.5927,-74.8086,28.86,72,98,0.8,CO,1678031261
358,ughelli,5.4899,6.0074,30.81,64,71,2.94,NG,1678031261
359,gorodovikovsk,46.0878,41.9335,7.68,82,52,3.99,RU,1678031262
360,deputatskiy,69.3,139.9,-30.27,100,100,0.65,RU,1678031262
361,yinchuan,38.4681,106.2731,8.59,19,28,1.73,CN,1678031262
362,karratha,-20.7377,116.8463,29.23,71,61,6.6,AU,1678031263
363,la palma,33.8464,-118.0467,12.25,84,100,0.89,US,1678031263
364,san cristobal,7.7669,-72.225,28.1,62,95,2.87,VE,1678031263
365,shieli,44.1667,66.75,7.96,73,26,4.01,KZ,1678031264
366,whitehorse,60.7161,-135.0538,-25.57,84,20,1.03,CA,1678031264
367,udachnyy,66.4167,112.4,-22.84,95,100,6.35,RU,1678031264
368,bathsheba,13.2167,-59.5167,28.34,61,75,9.77,BB,1678031264
369,along,28.1667,94.7667,17.25,70,59,1.12,IN,1678031265
370,kerouane,9.2667,-9.0167,31.94,40,78,5.6,GN,1678031265
371,palmer,42.1584,-72.3287,5.69,65,75,2.06,US,1678031186
372,half moon bay,37.4636,-122.4286,8.24,87,20,6.17,US,1678031108
373,markova,48.6758,24.4138,-0.37,93,94,1.17,UA,1678031266
374,bama,11.5221,13.6856,40.02,6,57,5.2,NG,1678031266
375,carmelo,-33.9892,-58.2856,32.42,39,0,2.47,UY,1678031267
376,benjamin constant,-4.3831,-70.0311,27.07,83,75,2.57,BR,1678031267
377,coos bay,43.3665,-124.2179,1.99,95,100,0.0,US,1678031132
378,kovur,14.4833,79.9833,22.83,77,33,2.94,IN,1678031268
379,citluk,43.2286,17.7008,13.87,31,20,3.09,BA,1678031268
380,komsomolskiy,40.4272,71.7189,11.4,71,95,2.06,UZ,1678031268
381,bedele,8.456,36.353,21.03,44,82,0.61,ET,1678031269
382,virginia beach,36.8529,-75.978,15.02,54,40,0.45,US,1678031228
383,sao felix do xingu,-6.6447,-51.995,31.99,57,37,0.75,BR,1678031256
384,saint-francois,46.4154,3.9054,9.26,55,0,1.54,FR,1678031269
385,morondava,-20.2833,44.2833,27.36,81,98,9.97,MG,1678031270
386,zhob,31.3411,69.4481,17.44,31,75,0.15,PK,1678031270
387,nevelsk,46.6733,141.8633,1.38,89,3,9.2,RU,1678031271
388,sol-iletsk,51.1631,54.9918,1.74,94,100,10.35,RU,1678031271
389,fenoarivo,-18.933,47.4354,20.04,94,75,5.14,MG,1678031271
390,wanning,18.8003,110.3967,18.77,78,19,2.4,CN,1678031272
391,kavieng,-2.5744,150.7967,26.88,77,100,3.29,PG,1678031272
392,nantucket,41.2835,-70.0995,5.08,74,40,6.69,US,1678031272
393,mount gambier,-37.8333,140.7667,14.03,81,5,4.67,AU,1678031273
394,san quintin,30.4833,-115.95,11.97,70,92,6.71,MX,1678031273
395,bahir dar,11.5936,37.3908,25.23,42,45,3.77,ET,1678031273
396,dawlatabad,36.4141,64.9053,18.31,52,100,2.55,AF,1678031274
397,batticaloa,7.7102,81.6924,26.18,82,44,4.35,LK,1678031274
398,kirakira,-10.4544,161.9205,25.87,84,96,3.37,SB,1678031274
399,vila franca do campo,37.7167,-25.4333,16.23,64,10,7.29,PT,1678031275
400,faya,18.3851,42.4509,21.06,52,47,3.19,SA,1678031275
401,birstonas,54.6167,24.0333,0.07,60,80,4.62,LT,1678031143
402,cajazeiras,-6.8903,-38.5553,36.73,28,66,2.86,BR,1678031275
403,yatou,37.15,122.3833,4.81,77,0,4.13,CN,1678031276
404,sicamous,50.8331,-118.9856,-6.46,82,97,2.27,CA,1678031276
405,pell city,33.5862,-86.2861,18.76,56,0,0.45,US,1678031276
406,palafrugell,41.9174,3.1631,14.63,43,0,0.89,ES,1678031276
407,dhidhdhoo,6.8833,73.1,27.43,75,35,3.61,MV,1678031277
408,linxia,35.6003,103.2064,6.64,33,96,1.32,CN,1678031277
409,zeya,53.75,127.2667,-14.15,88,29,2.47,RU,1678031277
410,camacha,33.0833,-16.3333,19.68,68,40,7.72,PT,1678031278
411,castletown,53.0281,-9.0686,7.27,74,91,4.58,IE,1678031278
412,sibolga,1.7427,98.7792,24.3,89,97,1.23,ID,1678031278
413,edd,13.9297,41.6925,31.99,34,5,9.15,ER,1678031278
414,canutama,-6.5339,-64.3831,24.46,97,100,1.49,BR,1678031279
415,coihaique,-45.5752,-72.0662,20.34,77,75,0.0,CL,1678031279
416,berlevag,70.8578,29.0864,-8.03,67,33,5.66,NO,1678031279
417,presidencia roque saenz pena,-26.7852,-60.4388,35.01,33,0,2.56,AR,1678031279
418,lodja,-3.4833,23.4333,27.06,70,68,1.73,CD,1678031280
419,san carlos de bariloche,-41.1456,-71.3082,21.86,35,0,9.26,AR,1678031280
420,turtas,58.9417,69.1325,-4.06,98,100,2.28,RU,1678031280
421,garissa,-0.4536,39.6401,34.28,26,100,5.22,KE,1678031281
422,weihe,32.9952,105.3247,10.64,70,100,1.16,CN,1678031281
423,barrie,44.4001,-79.6663,3.65,61,97,5.66,CA,1678031281
424,anori,-3.7728,-61.6442,28.19,81,88,2.11,BR,1678031282
425,balabac,7.9868,117.0645,25.36,83,59,3.67,PH,1678031282
426,kon tum,14.35,108.0,14.52,94,0,1.51,VN,1678031282
427,manzanillo,20.3433,-77.1167,30.78,44,7,4.06,CU,1678031283
428,khasan,42.4308,130.6434,1.29,86,0,0.98,RU,1678031283
429,creel,27.75,-107.6333,10.96,14,2,1.95,MX,1678031284
430,saint-pierre,-21.3393,55.4781,26.06,94,75,2.06,RE,1678031284
431,batemans bay,-35.7167,150.1833,21.72,93,61,3.25,AU,1678031284
432,umkomaas,-30.2067,30.7978,26.49,84,32,8.51,ZA,1678031285
433,bon accord,53.8335,-113.4187,-16.21,97,100,1.99,CA,1678031285
434,kununurra,-15.7667,128.7333,25.99,89,98,1.54,AU,1678031286
435,flin flon,54.7682,-101.865,-22.09,64,20,4.12,CA,1678031286
436,noyabrsk,63.1994,75.4507,-18.5,100,81,3.62,RU,1678031286
437,broken hill,-31.95,141.4333,19.54,56,19,8.65,AU,1678031287
438,trincomalee,8.5711,81.2335,26.74,80,9,6.13,LK,1678031287
439,tarko-sale,64.9225,77.785,-27.72,100,62,2.62,RU,1678031288
440,kasempa,-13.4584,25.8338,21.18,90,100,0.18,ZM,1678031288
441,merrill,45.1805,-89.6835,1.61,90,0,0.0,US,1678031289
442,san jose,37.3394,-121.895,7.38,82,75,4.12,US,1678031260
443,general roca,-39.0333,-67.5833,32.52,20,0,4.29,AR,1678031289
444,kloulklubed,7.0419,134.2556,25.28,75,85,4.78,PW,1678031290
445,aksay,47.26,39.87,6.25,78,48,8.05,RU,1678031291
446,khandbari,27.3747,87.2039,17.91,60,88,1.65,NP,1678031291
447,nueva rosita,27.95,-101.2167,19.13,52,0,1.27,MX,1678031292
448,fukue,32.6881,128.8419,11.94,59,0,5.76,JP,1678031292
449,sao sebastiao,-23.76,-45.4097,31.68,55,69,0.94,BR,1678031292
450,mao,39.8885,4.2658,14.31,72,20,7.2,ES,1678031173
451,nizhniy kuranakh,58.8353,125.4869,-12.8,94,100,2.01,RU,1678031293
452,vaijapur,19.9167,74.7333,29.19,22,59,4.64,IN,1678031293
453,luena,-11.7833,19.9167,20.18,91,99,2.72,AO,1678031294
454,belyy yar,53.6039,91.3903,-7.86,96,100,0.0,RU,1678031294
455,pokaran,26.9167,71.9167,25.89,22,0,4.14,IN,1678031294
456,aragats,40.4889,44.3528,5.76,83,100,4.94,AM,1678031295
457,nanortalik,60.1432,-45.2371,2.65,92,76,1.47,GL,1678031295
458,cayenne,4.9333,-52.3333,28.02,78,75,7.2,GF,1678031222
459,sungairaya,0.7,108.9,23.96,93,100,1.32,ID,1678031296
460,dauphin,51.1494,-100.0502,-10.92,79,100,1.54,CA,1678031296
461,katsuura,35.1333,140.3,10.0,90,100,4.16,JP,1678031297
462,ontario,34.0633,-117.6509,9.68,84,75,3.6,US,1678031045
463,keningau,5.3378,116.1602,21.35,98,100,0.69,MY,1678031297
464,jieshi,22.8134,115.8257,16.6,64,0,6.73,CN,1678031298
465,wewak,-3.5534,143.6268,25.66,87,100,4.83,PG,1678031298
466,khorinsk,52.1657,109.7726,-16.05,95,20,1.36,RU,1678031299
467,kulhudhuffushi,6.6221,73.07,27.53,76,47,4.75,MV,1678031299
468,kishtwar,33.3167,75.7667,8.71,70,81,2.19,IN,1678031299
469,lensk,60.7253,114.9278,-12.14,86,100,5.52,RU,1678031300
470,rorvik,64.8621,11.2373,-1.01,93,100,4.63,NO,1678031300
471,valley city,46.9233,-98.0032,-5.71,100,0,2.57,US,1678031103
472,yumen,40.2833,97.2,5.6,37,3,5.58,CN,1678031301
473,priargunsk,50.3691,119.1012,-9.72,84,95,2.04,RU,1678031301
474,scarborough,54.2797,-0.4044,5.76,73,100,2.58,GB,1678031040
475,chhuikhadan,21.5333,80.9833,26.6,21,5,2.3,IN,1678031301
476,aklera,24.4167,76.5667,25.26,38,36,5.85,IN,1678031302
477,narsaq,60.9167,-46.05,11.12,81,79,2.9,GL,1678031302
478,diego de almagro,-26.3667,-70.05,27.38,26,100,3.35,CL,1678031303
479,cururupu,-1.8283,-44.8683,31.16,57,77,3.43,BR,1678031078
480,zamora,-4.0692,-78.9567,24.58,92,98,1.28,EC,1678031227
481,avera,33.194,-82.5271,19.39,45,0,4.71,US,1678031303
482,olafsvik,64.8945,-23.7142,0.72,72,100,9.61,IS,1678031304
483,dubbo,-32.25,148.6167,23.07,60,59,4.12,AU,1678031304
484,makat,47.6469,53.3463,1.69,81,15,7.34,KZ,1678031305
485,joshimath,30.5667,79.5667,9.02,65,64,2.46,IN,1678031305
486,gijon,43.5357,-5.6615,13.58,68,0,8.05,ES,1678031306
487,tingi,-11.3,35.0333,19.99,89,100,0.76,TZ,1678031306
488,olinda,-8.0089,-34.8553,29.85,62,40,4.63,BR,1678031280
489,tigil,57.8,158.6667,-12.02,89,100,5.4,RU,1678031307
490,wattegama,6.7989,81.4808,23.26,92,63,2.22,LK,1678031307
491,batagay-alyta,67.8006,130.4114,-23.09,99,100,1.2,RU,1678031307
492,vila,42.0304,-8.1588,4.83,84,100,1.2,PT,1678031308
493,ano mera,37.45,25.4,15.41,58,20,5.66,GR,1678031308
494,ploemeur,47.7333,-3.4333,6.59,66,100,3.09,FR,1678031308
495,sidrolandia,-20.9319,-54.9614,28.94,67,5,3.02,BR,1678031240
496,nurota,40.5614,65.6886,13.53,47,100,0.55,UZ,1678031309
497,kudymkar,59.0173,54.656,-5.19,97,100,2.23,RU,1678031309
498,svetlyy,54.675,20.1347,1.03,64,77,6.01,RU,1678031310
499,port hedland,-20.3167,118.5667,30.03,79,4,4.63,AU,1678031310
500,zharkent,44.1628,80.0,10.15,41,100,1.53,KZ,1678031310
501,methoni,36.8197,21.7049,12.92,69,53,9.93,GR,1678031311
502,vysokogornyy,50.1167,139.15,-1.34,84,65,6.45,RU,1678031311
503,biryusinsk,55.9634,97.8235,-10.56,96,100,1.69,RU,1678031311
504,sioux lookout,50.1001,-91.917,-7.96,93,20,1.54,CA,1678031312
505,tura,25.5198,90.2201,22.33,40,0,1.63,IN,1678031312
506,waitati,-45.75,170.5667,9.89,79,1,1.13,NZ,1678031313
507,hualmay,-11.0964,-77.6139,25.39,69,94,3.51,PE,1678031313
508,banjar,-8.19,114.9675,24.46,90,100,1.59,ID,1678031314
509,naryan-mar,67.6713,53.087,-16.06,100,100,1.39,RU,1678031314
510,arlit,18.7369,7.3853,37.62,6,65,4.93,NE,1678031314
511,guayaramerin,-10.8368,-65.3614,25.03,94,100,1.03,BO,1678031315
512,opuwo,-18.0607,13.84,33.18,14,1,6.92,NA,1678031315
513,longyearbyen,78.2186,15.6401,-15.09,72,75,5.66,SJ,1678031316
514,bueno brandao,-22.4408,-46.3508,23.62,72,53,4.49,BR,1678031316
515,baruun-urt,46.6806,113.2792,-1.17,56,61,2.1,MN,1678031316
516,tam ky,15.5667,108.4833,19.46,88,39,0.77,VN,1678031317
517,phalodi,27.1333,72.3667,25.94,21,0,3.79,IN,1678031317
518,simoes,-7.5989,-40.8178,35.63,29,28,3.2,BR,1678031317
519,smidovich,48.6,133.8167,-2.45,88,30,4.3,RU,1678031318
520,riyadh,24.6877,46.7219,30.08,16,36,2.75,SA,1678031118
521,koping,59.514,15.9926,-0.46,65,90,3.75,SE,1678031318
522,iralaya,15.0,-83.2333,27.72,66,9,4.74,HN,1678031319
523,mbandaka,0.0487,18.2603,32.78,42,100,1.58,CD,1678031319
524,zanjan,36.6736,48.4787,13.83,23,75,7.2,IR,1678031320
525,santo andre,-23.6639,-46.5383,26.91,64,0,3.6,BR,1678031320
526,manuk mangkaw,4.8,119.85,26.68,80,43,4.92,PH,1678031320
527,zhezkazgan,47.8043,67.7144,-0.19,84,100,5.28,KZ,1678031320
528,salsk,46.4725,41.5428,8.19,76,94,4.02,RU,1678031321
529,marzuq,14.4,46.4667,21.31,47,2,3.32,YE,1678031321
530,cockburn town,21.4612,-71.1419,25.03,77,87,6.74,TC,1678031321
531,talaya,61.3833,152.75,-34.33,100,99,0.87,RU,1678031322
532,sao joao da barra,-21.6403,-41.0511,33.05,76,99,5.74,BR,1678031112
533,zyryanka,65.75,150.85,-37.74,100,68,0.55,RU,1678031322
534,kindersley,51.4668,-109.1682,-20.99,84,75,4.12,CA,1678031322
535,mercedes,-34.6515,-59.4307,33.91,31,0,3.6,AR,1678031323
536,portneuf,46.6906,-71.8901,0.17,93,75,1.03,CA,1678031323
537,ahuimanu,21.4447,-157.8378,20.84,96,40,0.0,US,1678031323
538,krasnoborsk,61.5598,45.934,-13.31,98,100,2.15,RU,1678031324
539,skjervoy,70.0311,20.9714,-7.0,48,58,5.68,NO,1678031324
540,coahuayana,18.7333,-103.6833,26.06,56,100,1.24,MX,1678031324
541,rantepao,-2.9701,119.8978,19.91,95,100,1.1,ID,1678031325
542,utica,43.1009,-75.2327,4.27,86,100,2.42,US,1678031325
543,maragogi,-9.0122,-35.2225,29.86,58,21,5.16,BR,1678031186
544,seymchan,62.8833,152.4333,-34.46,99,87,0.22,RU,1678031326
545,galeana,24.8333,-100.0667,20.42,24,71,1.2,MX,1678031326
546,xucheng,20.35,110.1288,18.44,79,0,4.13,CN,1678031327
547,santa ana,33.7456,-117.8678,11.89,83,75,0.45,US,1678031187
548,pangnirtung,66.1451,-65.7125,3.0,81,75,12.86,CA,1678031327
549,ouadda,8.0777,22.4007,37.62,7,37,2.64,CF,1678031327
550,porto novo,6.4965,2.6036,30.9,61,99,4.41,BJ,1678031328
551,thornbury,52.2333,-2.55,5.96,73,100,3.18,GB,1678031328
552,tamandare,-8.7597,-35.1047,30.02,57,45,4.57,BR,1678031328
553,ambilobe,-13.2,49.05,24.36,94,78,1.27,MG,1678031329
554,finschhafen,-6.6024,147.8681,26.55,83,93,3.66,PG,1678031329
555,civitavecchia,42.0933,11.7967,14.77,63,3,2.01,IT,1678031329
556,batagay,67.6333,134.6333,-22.68,100,100,0.18,RU,1678031330
557,ust-kuyga,70.0167,135.6,-20.67,100,100,1.45,RU,1678031330
558,boden,65.8252,21.6886,-3.0,93,100,4.47,SE,1678031330
559,changji,44.0167,87.3167,-0.56,86,76,1.0,CN,1678031331
560,ahipara,-35.1667,173.1667,16.64,80,60,4.57,NZ,1678031331
561,fairbanks,64.8378,-147.7164,-19.02,73,100,1.54,US,1678031047
562,mayo,38.8876,-76.5119,14.49,55,0,2.24,US,1678031060
563,eenhana,-17.4667,16.3333,33.6,17,1,4.2,NA,1678031332
